Hang_Seller,Seller_ID,Tong_Doanh_Thu,So_Luong_Don_Hang,So_Luong_San_Pham_Ban,Doanh_Thu_Trung_Binh_Moi_Dong
748,08cdbae123ff67ca4e36d9d641ce0119,4195.46,4,6,699.24
749,bede56095ba33c42038fb85f707b8a42,4184.77,2,2,2092.39
750,21e83881401b92b49fb09a16d3852291,4182.53,14,15,278.84
751,5d3bb11474a06bdc23fb9e89f1164ee0,4178.82,31,32,130.59
752,3bdff180c7e1f6551a643b99c265a120,4161.86,59,61,68.23
753,71039d19d4303bf9054d69e9a9236699,4158.65,35,38,109.44
754,e70053bf73d1b5863932e53a9fa47496,4158.58,7,7,594.08
755,38874e327ce94d11390b96eb42d61928,4158.43,6,6,693.07
756,2d50d6282f8aa2257819a77bfaa0efe0,4151.52,44,45,92.26
757,594f9aaa48e5bf431f011ddc5669b0d5,4136.41,37,38,108.85
758,5d9dc90a686a8fddacffab6bab5653a3,4131.27,12,12,344.27
759,c0563dd588b775f2e37747ef6ad6c92c,4094.68,28,28,146.24
760,77e4abfd739aed9c46480f90f81c0eb4,4092.21,18,18,227.35
761,e7d5b006eb624f13074497221eb37807,4083.86,27,62,65.87
762,1838dd9b8977065acf51d95e0053ea7a,4075.88,64,67,60.83
763,b1fecf4da1fa2689bccffa0121953643,4066.72,19,20,203.34
764,6b90f847357d8981edd79a1eb1bf0acb,4059.73,45,47,86.38
765,cfd7ddab722b902f7ac5b5f3ba6d723d,4058.11,12,13,312.16
766,33ac3e28642ab8bda860a2f693000e78,4054.19,33,34,119.24
767,f0837c8d71434931d9e38e7b79234797,4049.36,22,23,176.06
768,a2b5b6105ea5942300631d2e76f4ffe0,4009.34,16,16,250.58
769,3c010235b7345c92f125d14ee232a76b,4005.32,15,15,267.02
770,7f2617c58d5d06806987308b45654351,3983.27,22,23,173.19
771,dd533b429f380718b70ad9922c294bae,3970.98,41,45,88.24
772,4da0e408c99d2fdc2126dc9fce518060,3964.73,44,54,73.42
773,b1ac6ea7895bc3dd6f0f6f4abbdd2821,3964.33,40,41,96.69
774,d57e18d5f73c7ccb7f7339b61166898d,3933.39,58,60,65.56
775,eb4df17aed01d918c65f0f8d650900c0,3925.46,11,11,356.86
776,f4db9b37944bcb8873e6b456ee190bbf,3909.94,21,22,177.72
777,a17f621c590ea0fab3d5d883e1630ec6,3901.54,65,80,48.77
778,ec80e49e69745ab6c14f984bf2149423,3897.31,12,12,324.78
779,c9aafcd0621b2207c10e32c649cada4d,3885.9,44,52,74.73
780,1d0997ff06b524ce9289ffd75114ecd3,3873.57,3,3,1291.19
781,8ff38bc3969e67c36c48343a07090f66,3859.56,2,8,482.45
782,3364a91ec4d56c98e44174de954b94f6,3853.85,6,6,642.31
783,0c7533c71df861ec58ad7ff999ed0e8d,3849.43,60,72,53.46
784,4677a5437afda5fa7140b927b07be1cc,3835.7,11,11,348.7
785,e48b04bf1aa1ef711caebeb7aede6180,3832.73,25,25,153.31
786,218f991754f360af9c2daa5e0b8e990c,3819.54,14,17,224.68
787,f326006815956455b2859abd58fe7e39,3813.18,9,30,127.11
788,c8b3445d737de6befde0c88ede534a5e,3800.79,30,36,105.58
789,432c37c9dfba871172ec162e20118b8c,3800.37,45,56,67.86
790,244c2f1bff6afe1f2eaf9bfe9b2aed38,3794.87,23,27,140.55
791,977f9f63dd360c2a32ece2f93ad6d306,3793.85,24,25,151.75
792,a938325a4b357fd23a6a4d5bb126408e,3791.81,24,25,151.67
793,f2336e113377dd21c744d9c4fc8293a9,3762.08,4,4,940.52
794,54c04bdb5ec46762f8f08c7e8f86ed4a,3757.78,18,19,197.78
795,f7ccf836d21b2fb1de37564105216cc1,3744.86,67,71,52.74
796,5bc24d989e71e93c33e50a7782431b0e,3736.53,17,17,219.8
797,cb3dd9ce66268c7a3ca7241ac70ab58c,3725.71,50,52,71.65
798,aae3bfea055532c57fb453ed3ec80b30,3720.85,46,48,77.52
799,52562a9f449c3dc3d53f5f5b9ed74903,3710.64,14,14,265.05
800,bce6a5ecf98e99fd2a8868b15c51f04b,3706.5,14,15,247.1
801,430315b7bb4b6e4b3c978f9dfa9b0558,3704.63,20,21,176.41
802,cce6ab8d1682639fe45ab70234f1665f,3690.14,63,66,55.91
803,cb5df0dcb9e280b1780e9d589889f2c7,3689.21,16,19,194.17
804,ed46f1eb4a638113deb2a1137b5f22e9,3686.68,4,4,921.67
805,5f1dc28029d2c244352a68107ec2b542,3686.06,59,75,49.15
806,5c6d4016c2a288f074fa0848a2b653d2,3673.17,32,35,104.95
807,0ebd97a106433a45a4aebe57c1799778,3661.68,31,32,114.43
808,960945e1a9535cbc0cd6ddd35fbe7ae8,3654.92,27,28,130.53
809,e89c4adbe7b1d0819dbb636e16461cf1,3636.15,24,25,145.45
810,318f287a62ab7ac10b703ac37435a231,3634.6,52,62,58.62
811,2a1348e9addc1af5aaa619b1a3679d6b,3631.4,52,55,66.03
812,b8555308bfdb4ca1ed54325a58da9a97,3630.03,26,28,129.64
813,c64a2aec32cc408a8a4c6d7c46017f91,3628.17,9,9,403.13
814,6750d71153f00fc58829af2a8ef1bcf1,3626.5,6,6,604.42
815,244b04680fdbded0acf5aebd9c92b44a,3616.51,3,3,1205.5
816,c394e193cda3b4225ff2094d32184849,3611.44,3,12,300.95
817,afa6714acee029b2dfdf357e5579cc03,3603.58,16,17,211.98
818,585175ec331ea177fa47199e39a6170a,3602.47,1,1,3602.47
819,a6fe7de3d16f6149ffe280349a8535a0,3574.66,50,51,70.09
820,ae7ab174effdead6c241e547e4ca13f0,3574.06,6,7,510.58
821,3b872fd4747f01cc56206f2934198618,3564.5,23,25,142.58
822,974cf2cb8f4b7add98709c30df02fe10,3559.68,33,33,107.87
823,20d83f3ef0e6925fd74bfd59170babf7,3557.21,40,54,65.87
824,5b51032eddd242adc84c38acab88f23d,3548.95,12,14,253.5
825,aeb36d67f1414f234d42a29e27cf1f17,3548.1,4,4,887.02
826,f593898ec748b7a8cb81fc04edafd98a,3541.12,20,23,153.96
827,8d79c8a04e42d722a75097ce5cbcf2ef,3535.16,27,28,126.26
828,f61c63d13f7cd800549d5acdd390ae72,3501.69,26,26,134.68
829,d93919c944be9cff128f6c9cb899eacb,3493.16,32,32,109.16
830,fce62094ffe6a4009188ec44e681dfdd,3452.63,4,11,313.88
831,2156f2671501a81034d7d07f217609d0,3433.89,22,22,156.09
832,55f7a3319d80f7fdf078b8f03e6725fe,3420.45,22,22,155.48
833,f7720c4fa8e3aba4546301ab80ea1f1b,3418.97,60,78,43.83
834,1ce3ae5a399804d1a87e706f8a813c3e,3416.69,40,44,77.65
835,bd697db56ff8e7c9cd1abeb7f72029b2,3415.2,22,22,155.24
836,a1474fd46fd3430168f7ec202da39408,3413.52,12,14,243.82
837,1771297ac436903d1dd6b0e9279aa505,3396.74,27,35,97.05
838,49e7217cfe4e427191c378ec626d8737,3378.31,13,14,241.31
839,d25aa0aaacb370e912f8cf6efeba38b3,3373.13,17,21,160.63
840,b335c59ab742f751a85db9c411a86739,3369.8,32,34,99.11
841,e99e927c81e3f51739c94fcdfca9f10f,3360.47,22,25,134.42
842,5b35136197710e16ac5e7b7c2bd4ea85,3350.29,7,9,372.25
843,cd06602b43d8800bd0afad514919d35c,3335.33,44,53,62.93
844,31561f325664a8a7aba4c8d0c3a9b3db,3329.36,36,38,87.61
845,fd386aa7bed2af3c7035c65506c9b4a3,3316.17,69,76,43.63
846,5cbbd5a299cab112b7bf23862255e43e,3301.66,34,36,91.71
847,5bc55dbe2f12b6af6d83ed46023e0dc8,3294.03,16,20,164.7
848,33576ec5412fb5905d876f12f33bfde6,3287.98,31,32,102.75
849,51702dc2a3e106c76dbff722b5bf0726,3287.04,13,14,234.79
850,efcd8d2104f1a05d028af7bad20d974b,3280.19,47,51,64.32
851,3fd1e727ba94cfe122d165e176ce7967,3276.45,36,37,88.55
852,850913d59ce317156b00f3705f1c3edb,3270.96,32,34,96.2
853,b494891378bd8f4560abe576c52deacd,3270.82,20,22,148.67
854,ede0c03645598cdfc63ca8237acbe73d,3269.87,46,50,65.4
855,df56d7b40d437f88407c5f78b63bc328,3251.5,22,25,130.06
856,60562ab00b8054280520d390c8c0045c,3247.09,17,17,191.01
857,d9e8c084b68fe958861d8f2c21202e6b,3231.86,9,12,269.32
858,d93844a9c55ba7ce353388bcf849ea56,3229.52,12,14,230.68
859,3cfa1358a6caa965278721344c8d76f2,3221.53,5,5,644.31
860,4992e76a42cb3aad7a7047e0d3d7e729,3218.57,57,74,43.49
861,4c8545742faaf58fafd5fd14d25d75cf,3216.31,4,4,804.08
862,a369d693961cb93b61ca2cc518872a85,3213.79,11,18,178.54
863,6338ea67c41078a46ad99cc009654956,3210.39,37,44,72.96
864,ffa6adafb71b807dc13159e26431354c,3206.98,18,18,178.17
865,fec6275253471ace26d209bbaa64cd0f,3195.67,9,10,319.57
866,f44b6f775a2b390380e0e30b5c9d3eee,3188.24,10,10,318.82
867,1996942dc085d7773ba77a529b163cd0,3183.43,10,10,318.34
868,be9a160a9011f627c3e121d076c1ec7b,3182.52,7,7,454.65
869,4342d4b2ba6b161468c63a7e7cfce593,3163.31,20,20,158.17
870,0885aaf116795758dfeb5f1032487bcd,3162.32,28,30,105.41
871,612a743d294c27884fb7b80d2b19ba35,3162.15,2,3,1054.05
872,56e361f411e38dcef17cdc2a3d99628b,3155.76,5,10,315.58
873,730937bf88cb151eb2eb849f642fc213,3133.53,21,25,125.34
874,8f54d64f28a993550aa7943f12572959,3133.12,15,16,195.82
875,157c3e4b42f81ac4a44e8b1ca2fe9876,3131.82,23,31,101.03
876,9906e7aa42a3c067b7c9a564d01c4320,3115.6,12,16,194.73
877,13074f016982ff2bd6c58ced8682f000,3111.7,14,15,207.45
878,9c068d10aca38e85c50202e17b4a7e88,3108.83,17,17,182.87
879,82bd0703a4aefd6b599e5bfdaed378fb,3084.84,21,24,128.54
880,d32e3909cfb714fb2a6cb092c85b9c5f,3078.9,10,11,279.9
881,820cc752a266cdc6c1a1e61dd4583330,3078.77,15,15,205.25
882,b1204cfda1d4948679db3cfc0d3cb95c,3078.15,7,11,279.83
883,78744a20ee2f80ba64f6804c25def2b8,3068.85,6,6,511.47
884,082e0bf4cb865a6533b1e8e498cc0255,3064.33,11,23,133.23
885,b74d1c09cb380e1d03a6f859c6f4224b,3053.2,31,39,78.29
886,ccf8813e5a7d6c84d865cd38bfc2b130,3051.29,26,26,117.36
887,f125f3a310c2e5f822d116147de1e474,3049.29,16,22,138.6
888,bb7a14e229b1c95156719c3d9552eeee,3047.61,10,10,304.76
889,8ab42aa58097fd4668d60cc648225d5f,3042.11,19,25,121.68
890,5a93f3ab0ef4c84ed5e1b5dbf23978bc,3035.39,39,44,68.99
891,d17f467e4bf608a510c20d82f4ba3b6b,3033.32,11,11,275.76
892,0bb738e4d789e63e2267697c42d35a2d,3030.64,30,31,97.76
893,dd58ee93286b0821565574c570e9e1dc,3023.31,2,2,1511.66
894,f214d28e8d8e3ef068748498ccc2f813,3021.52,54,59,51.21
895,606ce7768feac12c5e8bd58db8b08f0f,3018.86,5,5,603.77
896,e908c0f3646e8b60375734a350d95d71,3009.53,1,1,3009.53
897,1987cd4be10fe09ee50454f9c354d1c6,3008.3,13,15,200.55
898,4305fe92735c8a43d154ff6dd2b8d927,3002.99,18,19,158.05
899,b56906f7fd1696e043f1bcce164c487b,2995.42,40,42,71.32
900,6f229cc508fc6915ed5c499efd93baa4,2988.68,13,14,213.48
901,5abb8ea023c77787f2c15da891c8d384,2987.2,13,13,229.78
902,f805b96fa705ba7995a221f1749dc141,2986.87,7,7,426.7
903,fe26f3ecb51a15e6d8335cd92da42562,2971.55,7,7,424.51
904,052577151711aec5c744fe12e66db3e1,2970.42,4,4,742.61
905,d3f39f05462b79a4562d35893a28f159,2968.77,34,38,78.13
906,47efca563408aae19bb7206c2d969ea9,2965.32,12,12,247.11
907,f1b93673502375d491780bb49d615dbc,2959.28,8,10,295.93
908,cac876b37d3abcd6bd76caca30277996,2958.79,27,33,89.66
909,323ce52b5b81df2cd804b017b7f09aa7,2955.67,30,30,98.52
910,62c50c1af4dfdc4149d25c5222043d39,2946.46,13,18,163.69
911,daeb5653dd96c1b11860f72209795012,2938.06,40,41,71.66
912,04aba03279157f6d4e0fe8ccaf21963c,2922.33,16,16,182.65
913,1d4587203296c8f4ad134dc286fa6db0,2920.57,41,42,69.54
914,3504c0cb71d7fa48d967e0e4c94d59d9,2917.59,51,51,57.21
915,2c4c47cb51acd5ea5db5e0ae0e26542a,2917.37,12,15,194.49
916,5160d23075764e18e07c1f4a87fad743,2915.42,34,39,74.75
917,0725b8c0f3f906e58f70cbe76b7c748c,2905.99,17,37,78.54
918,bc302730ea8cf49b5c74f579febb5bbf,2900.47,10,10,290.05
919,d3dcf0604eabf0224fbd5948b5e02f69,2897.77,8,8,362.22
920,888faa8bfb0b159c37de6d898b961c31,2886.2,18,22,131.19
921,41ab63a91b8b264e8c8780368bf1dd5b,2874.22,12,13,221.09
922,491a5ada3aa1678414e990262c4bbdc1,2873.81,2,2,1436.91
923,f1c1ac3f3efc07e659c035008e615e66,2864.78,4,14,204.63
924,3a734b715d333a2588a3d54a0c9b8746,2859.16,18,24,119.13
925,8a87611c08849ffeeccab52aa798b6c7,2855.12,13,14,203.94
926,fdaaf5bfda82b7b80535610c831b8d09,2848.32,10,15,189.89
927,bb5bd94c8f59cc050072d2930c869cac,2846.64,16,17,167.45
928,8603f0038fe0e52fedd3382d266723de,2845.12,10,10,284.51
929,116ccb1a1604bc88e4d234a8c23f33de,2844.03,59,69,41.22
930,7fc87cc3e89b3d1d5cabdca32f8485aa,2835.82,14,14,202.56
931,cea729054f157f5870bdd321a958d994,2831.62,24,26,108.91
932,4b0fdb526525f9890eb145bf1534640e,2831.46,17,19,149.02
933,ea6b12bf9ffe2bac34602ec631d97a47,2831.32,11,11,257.39
934,ffdd9f82b9a447f6f8d4b91554cc7dd3,2828.66,18,20,141.43
935,e9511df20ccd82658a30c37b7fb343af,2823.1,22,30,94.1
936,458d868c9642f55f18f04e951a3fdde6,2822.75,2,2,1411.38
937,1444c08e64d55fb3c25f0f09c07ffcf2,2818.74,1,1,2818.74
938,6989574bd97d9773f10d232b6c07da59,2799.5,7,7,399.93
939,0ed6ce5d87fd9c69eaacaeb778d67235,2794.11,42,42,66.53
940,1c40343cc5d18c2d8248ac2f3366de34,2791.12,20,21,132.91
941,1b7e5006cb25dd23ce8686691013b121,2785.96,11,11,253.27
942,4e8dacf3d38f281ae26c3e0321d92d88,2780.97,9,14,198.64
943,14a08204d03bb6b6bde8029f801ae0eb,2779.1,28,38,73.13
944,c013e57c075a06e5b5c48ee03c525719,2771.96,41,44,63.0
945,fe49ee029e61e789a1f3a5525f57ba8d,2752.44,17,17,161.91
946,f615fe7efbef0f4f08fd3086bc7a3e60,2748.96,23,24,114.54
947,0015a82c2db000af6aaaf3ae2ecb0532,2748.06,3,3,916.02
948,655220df33262c7e0c4949a147366f94,2747.17,12,14,196.23
949,0ffa40d54288e4f3499b8780dd0f144f,2746.47,33,35,78.47
950,8f78f0903005064036736c7173a5c2ed,2745.95,13,21,130.76
951,e38db885400cd35c71dfd162f2c1dbcf,2737.55,30,32,85.55
952,729b2d09b2a0bdab221076327f13d050,2722.47,48,60,45.37
953,9a84ba99f5367fdbd4598363496f1ea2,2720.93,16,16,170.06
954,5eeb9c756d9780b96283e5a2ac6da334,2718.74,9,9,302.08
955,df91910b6a03bb2e3358fa6a35e32f6f,2707.12,14,14,193.37
956,6df688df543f90e9b38f4319e75a9d88,2701.63,39,55,49.12
957,c2d70ce2c5d0a2eb75e78668236e6dc8,2699.92,13,15,179.99
958,de0c78824586e9a5f5f04fd84e25df39,2697.83,14,16,168.61
959,4978a02ea9c8be7a9b5480680f40334e,2696.84,18,19,141.94
960,ed859002ad59dbf8cf3602696a6c3000,2690.64,7,13,206.97
961,fb89df7f89fd1b8f03fa2acca1ba7364,2687.43,22,25,107.5
962,cfe94489ddd337d1e29e12f2a7205d10,2672.82,20,24,111.37
963,acadd4d36859671cb635527c6c977533,2646.94,12,12,220.58
964,6bbcb8924baf70b7fe2fe2097e8cd407,2646.83,10,11,240.62
965,d06d019f72a04e5497a0b64190af170c,2641.44,17,17,155.38
966,fa74b2f3287d296e9fbd2cc80f2d1cf1,2635.68,11,11,239.61
967,76833248bbc0e65a0293ec62023e4396,2630.68,2,2,1315.34
968,7f7b8245c336066a1f9933c359f11d77,2630.23,38,43,61.17
969,1354d51653f645349064725ed204e85e,2620.55,17,19,137.92
970,7b8e8ec35bad4b0ef7e3963650b0a87b,2616.3,5,5,523.26
971,c6381d2d013342748761e906d45aff76,2614.26,15,28,93.37
972,77a515caa36327151d1cc6c32a9f00e1,2613.58,26,26,100.52
973,cd843d4cf8ef32827de0396605163ba3,2612.56,5,5,522.51
974,78c99c6dff4eeae5be99bf635ed21e3f,2609.62,30,38,68.67
975,34f563c82a85b99ae9e6d60db5fc2e28,2578.5,8,8,322.31
976,412a4720f3e9431b4afa1476a1acddbe,2569.16,21,22,116.78
977,b83cedfb587e7911540e3f576d6917ce,2568.75,24,25,102.75
978,723cd880edaacdb998898b67c8f9da30,2549.63,11,12,212.47
979,3481aa57cd91f9f9d3fa1fa12d9a3bf7,2547.17,25,25,101.89
980,91f0eec23d4a61d7d7caeefa3f0ad1ca,2545.26,11,11,231.39
981,cf2384dd2f1dddea3f838efed0945e65,2534.94,16,16,158.43
982,9bcdfa7b615b3abb9461d9e3ad9886ae,2523.79,14,20,126.19
983,120476eb7a04c149d14772edaf5d9bf2,2519.63,4,6,419.94
984,e6a69c4a27dfdd98ffe5aa757ad744bc,2518.94,24,29,86.86
985,dc8798cbf453b7e0f98745e396cc5616,2517.59,40,48,52.45
986,30c7f28fd3a5897b2c82d152bb760c17,2503.16,7,7,357.59
987,0417b067eeab773d2f7061a726dc477f,2501.75,13,13,192.44
988,17908cf9b444ee34047cadd5c0f4a516,2495.41,11,11,226.86
989,1b1ae47a313a825a7ccceb8e2e30fa9d,2490.4,11,11,226.4
990,165b1235e9e9942cb5fae67103576fb0,2489.8,11,16,155.61
991,bf84056e679dbe9c69929847a40e338f,2477.32,36,40,61.93
992,f5f2ab9bdb6b30c14c61be68c5ed37da,2474.55,18,18,137.48
993,2f09f7d37a97956d11cc1a7cadd5262b,2468.41,11,12,205.7
994,4c8b8048e33af2bf94f2eb547746a916,2458.81,23,27,91.07
995,e5475dcab1e07b63d7f6e902d8f5eda8,2443.22,19,19,128.59
996,8ca1551acf9832a4cf467bbbac15851f,2442.94,11,12,203.58
997,c8467937e403e76a8ee9f0ab13f6f5ef,2442.74,30,33,74.02
998,6b536a23086fba0d58c08d68814397f6,2437.97,19,23,106.0
999,373ee4a3a775a733770ca3f790b8b9ac,2431.81,13,22,110.54
1000,07bf9669d84d1f11be443a9dd938f698,2422.22,18,24,100.93
1001,93b9a99027bd8bd6af682aff18dd19bf,2420.11,20,21,115.24
1002,9dda5bbacd45e18d6485fee649205d09,2419.33,19,22,109.97
1003,6aa3928696eab49a19a466e665a649fd,2410.68,18,22,109.58
1004,72bc2cce903c872fe376a8faaa81d237,2404.97,17,18,133.61
1005,abbf6046bbdf1028606a5bc7f00c99e7,2393.14,7,7,341.88
1006,55bb6fe5bebe5012e2d7d9928e1128ff,2393.02,15,16,149.56
1007,272f092de69afedd4d2969440b37f18f,2391.24,25,39,61.31
1008,54583ab379489add547fe47b628db589,2391.08,10,10,239.11
1009,6a38087bc8ad4f89ff453561005f6dea,2381.35,15,22,108.24
1010,3a1a1fec38dd360f15fc912e821e169d,2378.63,15,15,158.58
1011,7238a95bb63ef7e498389fb863b834a1,2378.56,14,14,169.9
1012,5b581417df4480f632484ba681e53944,2376.3,12,13,182.79
1013,4391ea5c5990502176a1dcda44a2373d,2371.92,2,4,592.98
1014,d97df38225e5abadaff1e72cb72b823c,2362.92,29,29,81.48
1015,f41ce2e25237f9092cd8e6e7516c7a2f,2362.6,27,28,84.38
1016,e5f9e61ceb5f523cc966e0f34095032f,2353.44,4,4,588.36
1017,87d30a6a0cbf89356e49324971ab1d24,2349.91,17,17,138.23
1018,747e73c01a4593d4cf60dcf970fd2689,2341.76,3,3,780.59
1019,7ade73f1b9b4e965f9009a4c3a7e2c15,2338.17,27,28,83.51
1020,bf100ecb7997df312b285358fb32f92c,2337.01,20,21,111.29
1021,25cf099de44674fde97473224f9d59ab,2327.49,49,49,47.5
1022,65b081a070633e057c462abdd6fb9dd8,2326.67,19,20,116.33
1023,5debea795b07621e1f90532e18f96145,2323.77,24,32,72.62
1024,4e5725ba188db8252977a4f0227bd462,2313.2,22,25,92.53
1025,3a4127e1ba7208ea37044c5092aae170,2310.95,6,6,385.16
1026,3586b8580d9c917874e053a1bb37b5ff,2307.35,35,42,54.94
1027,95ec4458365c4d11f452ccf538377619,2303.43,27,31,74.3
1028,2be17df1c49978426251562096c3cc09,2302.87,15,15,153.52
1029,ea65d8b58316a6f2362f2a9e4b3e86ad,2292.22,9,16,143.26
1030,7fdb0720c8d7c9075538b365dc8c3a22,2288.31,9,10,228.83
1031,1dc2de47ee26a0a5b12dc14fd6dc0dea,2287.5,25,27,84.72
1032,e2c92f9c1c7746d899d18f2e158bbff7,2286.61,14,14,163.33
1033,bc2ac6b95e1accce9858528ee566c17e,2279.56,18,22,103.62
1034,5075aaa8404020ae6aa8bf4792099b41,2270.52,13,23,98.72
1035,2a6fbeaa7ab9e5d59a35841a8da71ce4,2265.28,30,30,75.51
1036,53d00c40e32aeb924a84ce72b1af869d,2256.92,15,15,150.46
1037,c8417879a15366a17c30af34c798c332,2255.44,26,36,62.65
1038,e24d3429d294b2eb200b064ebb035879,2250.7,19,22,102.3
1039,7139dc5186aa238b006e066d8fbab2e4,2247.93,22,24,93.66
1040,f63d8f293af3a6454377546bd9dd19ff,2246.95,17,28,80.25
1041,5b33b527da3c5b969cc99dc435cad09a,2238.34,16,17,131.67
1042,3ca08eeb8d5595949fed424bd3677742,2235.1,14,14,159.65
1043,d6ab728cf30867cf3f1a2e216ae2f9b7,2233.82,12,14,159.56
1044,a36b125ac6d5fdbc7f50de85c9157bdc,2232.63,24,26,85.87
1045,dfc475d54e1b6dbeeb7d7d9bdaa63827,2228.07,19,21,106.1
1046,392e0502231ae2f8b29994ef6398cd77,2227.59,20,20,111.38
1047,9449f25aeaf531019b76999ea49a6949,2225.84,10,10,222.58
1048,198c7ea11960a9844b544d9bcdca860c,2225.38,25,25,89.02
1049,adcf50477d6a1f5d91bb9d54c4903cb5,2223.8,19,38,58.52
1050,fac1a9017ade7bdc94058fc1c969f355,2222.91,9,10,222.29
1051,3bfba5a77604f6dfae7e6dd7aaf65821,2218.19,4,4,554.55
1052,1782ce2db72c3dda627d5e7c898104e1,2218.17,9,10,221.82
1053,c679fb69a36e1d8349e8c50a217b4d58,2213.89,14,17,130.23
1054,3d2531eccfbde1d7c8db7a3a12fb267a,2212.6,10,10,221.26
1055,1690cada046eb7e92c12f98b1f8a8167,2211.38,11,11,201.03
1056,9b00ed88b7fdb95d6ff76e27c1b52d16,2203.36,47,51,43.2
1057,8bdd8e3fd58bafa48af76b2c5fd71974,2202.44,10,10,220.24
1058,71592660bbcb6a4664e97b6f8b68babc,2200.55,6,7,314.36
1059,731ef20c231d9a7103a425e83fd91271,2197.6,2,3,732.53
1060,1976a05ecf2996d6ffb7b5430e635fe7,2190.66,8,9,243.41
1061,15cd6eefe58588619aaed41dfa6621b1,2188.86,16,18,121.6
1062,411f3b52d857390502ee4e4d5ceabc2d,2182.72,21,30,72.76
1063,a5a1bfcf728ab0e19182959cf0771ee4,2160.85,21,24,90.04
1064,d9a84e1403de8da0c3aa531d6d108ba6,2157.34,54,59,36.57
1065,8de8fe3af4449ed695d2434c933ed73e,2155.35,1,1,2155.35
1066,112453736dbe3889cfb74e1aaa0ba0c1,2154.77,7,14,153.91
1067,d1ef48b38baca7e831711c4a0aeb398f,2144.69,29,35,61.28
1068,5ab05b6d86d417796c69ffd6774ec832,2142.85,10,12,178.57
1069,1dfe5347016252a7884b694d4f10f5c4,2129.73,21,27,78.88
1070,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,2126.61,15,16,132.91
1071,ec4608a1f76453166bb312b2968aeaf4,2121.36,18,35,60.61
1072,91f5779a8731baca4809fdeade81803f,2117.09,6,6,352.85
1073,f5f1f2c5f923f36ad79ea1d07185ddc9,2115.83,12,13,162.76
1074,ffeee66ac5d5a62fe688b9d26f83f534,2108.68,13,13,162.21
1075,d3674f271c91f824f82d24d92011f669,2101.82,20,20,105.09
1076,f9903dd0f812c7e771fcad47b6fff231,2101.48,10,15,140.1
1077,3935fe5fe0f82787a9dcb8deb62be09d,2101.35,16,17,123.61
1078,5b85809efd0d0e4dea1a9544e1280ed9,2097.36,12,14,149.81
1079,013900e863eace745d3ec7614cab5b1a,2089.37,23,26,80.36
1080,ffc470761de7d0232558ba5e786e57b7,2087.13,28,31,67.33
1081,74bafed391319577bce6f4d2acc0589a,2084.73,3,3,694.91
1082,75fbb52eda0cbc24f479d3b2fbfa8d3e,2074.51,40,43,48.24
1083,1b8b75e227c9a9c100d0c210fb6176ce,2069.63,18,18,114.98
1084,7ecd59e5e20407131822c1a68ac59c1f,2054.52,24,29,70.85
1085,3e8bd881d92466e63ba9e3e809cd3c50,2049.81,8,9,227.76
1086,845e8036c3f7bf62099352f5ed910240,2045.24,21,24,85.22
1087,a08692680c77d30a0b4280da5df01c5a,2043.66,5,14,145.98
1088,b2a6d334e2833acea353624840e25a0e,2038.59,25,26,78.41
1089,3d39fbf22a665714baf62fae36029e23,2033.28,7,7,290.47
1090,3785b653b1b82de85ab47dd139938091,2033.27,21,24,84.72
1091,8ec76bb0965af3f007692b26fa9d6623,2028.75,1,1,2028.75
1092,002100f778ceb8431b7a1020ff7ab48f,2028.16,51,55,36.88
1093,a70e9066dbfd10b6b97a3f54a1356762,2027.4,2,4,506.85
1094,656591be56071d4c9ef4e5fee78a578a,2021.2,7,11,183.75
1095,293dee954235e4e4e43f129313625ebe,2019.22,8,8,252.4
1096,2a61c271b1ac763450d846849783e922,2013.13,18,23,87.53
1097,901b460cdce0c64e471230d7f2f9f3a3,2012.56,5,5,402.51
1098,c5f7feb04a6a1fb3596322bfc3cf1917,2004.1,10,10,200.41
1099,f1ed6bd0a9b11b581f16c851c6a5a527,1996.58,17,18,110.92
1100,7586919161935337bf6b6d7ff5779648,1994.93,11,18,110.83
1101,5b0cc932433fa5184b5b94bfe6bcc256,1994.09,12,17,117.3
1102,058cb5aeb36d7c0fcae20fc85d5e0a59,1983.82,11,12,165.32
1103,15fa791d5e017f66402dc28c44480657,1983.29,8,8,247.91
1104,094ced053e257ae8cae57205592d6712,1978.23,19,19,104.12
1105,718539d38d07dd351c76db862760e2e2,1977.95,37,45,43.95
1106,81783131d2a97c8d44d406a4be81b5d9,1977.58,13,15,131.84
1107,ca4b77513ac2040591b0d8fae6958380,1973.62,14,15,131.57
1108,406740ee611378a662d274c7d8c43c4a,1972.08,8,10,197.21
1109,c3e1abd72a42fe690fcd89cf5720fe29,1967.58,13,13,151.35
1110,1ca4bdb0cd7fc48e949bac066188ed26,1963.08,4,4,490.77
1111,4b1eaadf791bdbbad8c4a35b65236d52,1962.82,8,8,245.35
1112,dd4d95ba2d15c071e6c695e2ef6ce169,1962.41,4,4,490.6
1113,a4bd6e9adf39b63f43dc545d3ca1f53d,1960.97,4,5,392.19
1114,52f0fe436a347ddad7ed5f9aa4e27eaa,1960.9,21,23,85.26
1115,39d54ff918774174706fb065d7f9dc07,1956.99,23,25,78.28
1116,8378eb36b6b70c5734e83ad7b8cdc3b7,1956.67,7,13,150.51
